,day,id,Date,Value,MA_6,MA_12,MA_24,MA_38,MA_57,MA_137,bias_6,bias_12,bias_24,bias_38,bias_57,bias_137,MACD,PSY,RSI_6,RSI_12,RSI_24,UB_6,LB_6,UB_12,LB_12,UB_24,LB_24,UB_38,LB_38,UB_57,LB_57,UB_137,LB_137,pred,avg5,avg15,da15,xiao15
10,2016-09-21,10,9/21/16,598.88,607.5766666666667,,,,,,-1.4313694293724328,,,,,,,,22.060252672497782,,,616.6232542369424,598.530079096391,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
11,2016-09-22,11,9/22/16,597.42,605.6283333333334,608.6933333333333,,,,,-1.3553416974657422,-1.8520546744939947,,,,,,,21.85844968704879,18.880041099409226,,617.6393843558989,593.617282310768,620.9558952288926,596.430771437774,,,,,,,,,0.0,0.0,0.0,0.0,0.0
12,2016-09-23,12,9/23/16,594.08,603.4683333333334,606.3958333333334,,,,,-1.55572924290421,-2.0309891091490013,,,,,,0.25,20.598911070780673,17.388218594748125,,618.5337714838377,588.4028951828291,618.3935739034523,594.3980927632144,,,,,,,,,0.0,0.0,0.0,0.0,0.0
13,2016-09-24,13,9/24/16,603.88,602.185,605.9133333333333,,,,,0.2814749620133431,-0.33558154631574977,,,,,,0.3333333333333333,35.897435897435784,42.77874781741086,,615.090749106503,589.2792508934969,617.801699941327,594.0249667253396,,,,,,,,,0.0,0.0,0.0,0.0,0.0
14,2016-09-25,14,9/25/16,601.74,600.7766666666666,605.1483333333334,,,,,0.16034799398556868,-0.5632227911063264,,,,,,0.25,34.937611408199544,38.7994143484627,,611.06901463332,590.4843187000133,616.8101399400874,593.4865267265794,,,,,,,,,0.0,0.0,0.0,0.0,0.0
15,2016-09-26,15,9/26/16,598.98,599.1633333333333,604.3283333333334,,,,,-0.030598223077727325,-0.8850045642959027,,,,,,0.25,33.46994535519127,38.184438040345775,,605.9680101564215,592.358656510245,616.2445891007777,592.412077565889,,,,,,,,,0.0,0.0,0.0,0.0,0.0
16,2016-09-27,16,9/27/16,605.96,600.3433333333334,603.96,,,,,0.9355757538741732,0.33114775812967745,,,,,,0.25,63.36858006042308,45.30386740331496,,609.0904258026442,591.5962408640225,615.3202784857029,592.5997215142971,,,,,,,,,0.0,0.0,0.0,0.0,0.0
17,2016-09-28,17,9/28/16,605.67,601.7183333333334,603.6733333333333,,,,,0.6567303084776537,0.33075283541871486,,,,,,0.25,66.29790596602137,46.267361111111065,,610.845141464694,592.5915252019727,614.6330822798053,592.7135843868613,,,,,,,,,0.0,0.0,0.0,0.0,0.0
18,2016-09-29,18,9/29/16,603.85,603.3466666666667,603.4074999999999,,,,,0.08342357074981718,0.07333352667974946,,,,,,0.25,70.53383774695249,46.519746890683024,,608.5937102787085,598.0996230546249,614.1637755466918,592.651224453308,,,,,,,,,0.0,0.0,0.0,0.0,0.0
19,2016-09-30,19,9/30/16,609.39,604.265,603.225,,,,,0.8481378203271743,1.0220067139127131,,,,,,0.25,64.10650281618024,47.66175528507361,,611.508852566142,597.021147433858,613.4367383436905,593.0132616563095,,,,,,,,,0.0,0.0,0.0,0.0,0.0
20,2016-10-01,20,10/1/16,614.82,606.445,603.6108333333333,,,,,1.3809991013199876,1.8570188021255574,,,,,,0.3333333333333333,78.65907099035935,54.55081580499312,,617.1074481241412,595.7825518758589,615.224544535132,591.9971221315345,,,,,,,,,0.0,0.0,0.0,0.0,0.0
21,2016-10-02,21,10/2/16,612.98,608.7783333333333,603.9708333333334,,,,,0.6901800600656579,1.491655916055538,,,,,,0.3333333333333333,81.96347031963457,54.22039859320052,,617.5611840474617,599.995482619205,616.4993069640336,591.4423597026332,,,,,,,,,0.0,0.0,0.0,0.0,0.0
22,2016-10-03,22,10/3/16,611.85,609.76,605.0516666666667,,,,,0.3427578063500446,1.12359550561797,,,,,,0.3333333333333333,68.34890965732075,65.24806019280513,,618.345252471535,601.174747528465,617.8975158960575,592.205817437276,,,,,,,,,0.0,0.0,0.0,0.0,0.0
23,2016-10-04,23,10/4/16,609.62,610.4183333333334,606.0683333333334,607.3808333333333,,,,-0.1307846258440364,0.5860175282765067,0.3686594215326299,,,,,0.3333333333333333,60.97832128960546,64.08775981524255,42.68515140459688,618.0511196310536,602.7855470356133,618.1892028890985,593.9474637775683,619.6025530111879,595.1591136554787,,,,,,,0.0,0.0,0.0,0.0,0.0
24,2016-10-05,24,10/5/16,607.18,610.9733333333334,607.16,606.7779166666667,,,,-0.6208672500709372,0.0032940246393013063,0.06626532085118132,,,,,0.3333333333333333,58.94680279419641,65.44811320754702,41.455060824376986,616.5101145884187,605.436552078248,616.6417029540629,597.678297045937,617.3821569656621,596.1736763676712,,,,,,,0.0,0.0,0.0,0.0,0.0
25,2016-10-06,25,10/6/16,612.08,611.4216666666667,607.8433333333334,606.8783333333333,,,,0.10767255549224942,0.6969997751613648,0.8571185328196004,,,,,0.3333333333333333,57.484696716750186,60.93333333333332,51.55303518494656,616.7756695305682,606.0676638027653,617.4742884765003,598.2123781901664,617.6413370625606,596.115329604106,,,,,,,0.0,0.0,0.0,0.0,0.0
26,2016-10-07,26,10/7/16,617.21,611.82,609.1325,607.1404166666667,,,,0.8809780654440825,1.3260661678698782,1.6585262744683522,,,,,0.4166666666666667,56.76287492925852,69.10348234131877,53.860316680986905,618.5630438230816,605.0769561769185,619.323715914609,598.9412840853911,618.5981097027951,595.6827236305384,,,,,,,0.0,0.0,0.0,0.0,0.0
27,2016-10-08,27,10/8/16,614.74,612.1133333333333,610.4458333333333,607.3870833333334,,,,0.42911443414618183,0.7034476168374235,1.2105816650419825,,,,,0.4166666666666667,54.80874316939883,69.6019900497511,53.61681329423261,619.2407639129085,604.9859027537582,618.8295858380656,602.0620808286011,619.2436544032605,595.5305122634063,,,,,,,0.0,0.0,0.0,0.0,0.0
28,2016-10-09,28,10/9/16,615.65,612.7466666666667,611.2533333333333,607.6066666666667,,,,0.47382278701366104,0.719287147718346,1.3237730549368496,,,,,0.4166666666666667,60.508849557521906,64.19572223849968,53.245473580490184,620.4164689240044,605.0768644093289,619.6183267673721,602.8883398992946,619.8823841845843,595.330949148749,,,,,,,0.0,0.0,0.0,0.0,0.0
29,2016-10-10,29,10/10/16,617.54,614.0666666666666,612.2425,607.9579166666667,,,,0.5656280534143998,0.8652617222750812,1.576109640264283,,,,,0.5,72.32243517474606,66.61069129582978,55.1521818848551,621.8783468103144,606.2549865230188,620.5334200059734,603.9515799940265,620.8786529213203,595.0371804120132,,,,,,,0.0,0.0,0.0,0.0,0.0
30,2016-10-11,30,10/11/16,614.77,615.3316666666666,613.1525,608.28,,,,-0.09127868710369377,0.2638006042542353,1.0669428552640248,,,,,0.5,71.00166021029334,64.88549618320599,54.684280693249306,619.3060932500441,611.3572400832891,619.6206098826893,606.6843901173107,621.4874313732179,595.0725686267821,,,,,,,0.0,0.0,0.0,0.0,0.0
31,2016-10-12,31,10/12/16,635.01,619.1533333333333,615.2875,609.25625,,,,2.561024194329894,3.2054121040976726,4.227080148952098,,,,,0.5,84.3160730320263,74.93188010899172,61.928520517258896,634.8702728148816,603.436393851785,629.0906014301463,601.4843985698537,626.3683497745938,592.1441502254063,,,,,,,0.0,0.0,0.0,0.0,0.0
32,2016-10-13,32,10/13/16,635.96,622.2783333333333,617.0491666666666,610.33,,,,2.198641015408442,3.0647206665055284,4.199367555256991,,,,,0.5,82.07321245295927,72.5373134328357,63.17888922982506,642.847659687559,601.7090069791076,635.2783888778373,598.8199444554958,630.624722380997,590.0352776190031,,,,,,,0.0,0.0,0.0,0.0,0.0
33,2016-10-14,33,10/14/16,634.02,625.4916666666667,618.8025,611.3866666666667,,,,1.363460744214547,2.4591852812488595,3.7019671130108596,,,,6.7544159544161175,0.5,83.58885017421593,72.38297872340411,62.91505398248114,646.428881062728,604.5544522706053,639.237749625897,598.367250374103,633.8440300696686,588.9293032636647,,,,,,,0.0,0.0,0.0,0.0,0.0
34,2016-10-15,34,10/15/16,637.94,629.2066666666667,620.9766666666666,613.0141666666667,,,,1.3879912270478192,2.7317183146978388,4.066110489561825,,,,7.104999999999892,0.5833333333333334,85.14664143803212,76.20004016870845,71.15467937608315,649.6664600836745,608.746873249659,643.6167844519903,598.3365488813429,637.2772478837118,588.7510854496217,,,,,,,0.0,0.0,0.0,0.0,0.0
35,2016-10-16,35,10/16/16,641.42,633.1866666666666,623.6266666666667,614.8475,,,,1.300301122365182,2.8532027708885597,4.3218033740073745,,,,8.0374074074075,0.6666666666666666,85.85585585585578,81.1520376175547,73.31990672037308,651.9753001099647,614.3980332233685,647.8548776212667,599.3984557120666,640.7840615702419,588.9109384297581,,,,,,,0.0,0.0,0.0,0.0,0.0
36,2016-10-17,36,10/17/16,638.97,637.22,626.2758333333334,616.7179166666666,,,,0.27463042591255765,2.0269290288757205,3.608146079751494,,,,8.406766381766424,0.6666666666666666,86.6889023650698,81.13614103819788,74.01819154628139,642.7287276207798,631.7112723792203,649.5916499834232,602.9600166832436,642.8769553268158,590.5588780065174,,,,,,,0.0,0.0,0.0,0.0,0.0
37,2016-10-18,37,10/18/16,636.29,637.4333333333333,628.2933333333333,618.0683333333333,614.1031578947368,,,-0.17936516236991842,1.2727600696065537,2.9481637682996262,3.612885200154956,,,7.6295441595440625,0.5833333333333334,54.15045395590131,74.79008806061837,68.77099501911263,642.6210367429942,632.2456299236724,650.4078556426597,606.1788110240069,644.8011021300034,591.3355645366631,639.049979218662,589.1563365708116,,,,,0.0,0.0,0.0,0.0,0.0
38,2016-10-19,38,10/19/16,629.25,636.3149999999999,629.2966666666666,619.2145833333333,614.3031578947367,,,-1.1102991442917332,-0.007415686295275291,1.6206686561941794,2.4331377615715386,,,5.3315242165240555,0.5,34.40260344026025,61.86440677966098,65.07727721144356,644.8441289121423,627.7858710878576,650.2805398394946,608.3127934938386,645.3781730213387,593.0509936453278,639.6176832006781,588.9886325887953,,,,,0.0,0.0,0.0,0.0,0.0
39,2016-10-20,39,10/20/16,627.72,635.265,630.3783333333333,620.4120833333333,614.7781578947369,,,-1.1876933248329373,-0.42170442617792536,1.17791333582721,2.1051239278866967,,,4.1898005698006315,0.5,35.0710900473934,63.032128514056254,65.96666666666664,646.3257251118516,624.2042748881483,649.3274265394297,611.429240127237,645.3103277129755,595.513838953691,640.4109172785276,589.1453985109462,,,,,0.0,0.0,0.0,0.0,0.0
40,2016-10-21,40,10/21/16,631.92,634.2616666666667,631.7341666666667,621.49375,615.3307894736841,,,-0.3691956789653109,0.029416381626747718,1.6776113999537376,2.695982520313211,,,3.318447293447484,0.5,35.921421889616084,65.32303635336223,64.88190781930743,645.2495830599877,623.2737502733456,648.2577684275271,615.2105649058063,646.0242781408605,596.9632218591395,641.521270262055,589.1403086853132,,,,,0.0,0.0,0.0,0.0,0.0
41,2016-10-22,41,10/22/16,655.48,636.6049999999999,634.8958333333334,623.5691666666668,616.5586842105263,,,2.9649468665813363,3.2421328958162396,5.117448879635096,6.312670113358408,,,3.9587606837606018,0.5,66.95610226724564,75.37453183520603,72.54050140284188,656.9411068053828,616.268893194617,653.9007847615235,615.8908819051433,650.7923721877027,596.3459611456309,645.7036750354505,587.4136933856021,,,,,0.0,0.0,0.0,0.0,0.0
42,2016-10-23,42,10/23/16,653.25,638.985,638.1025,625.6275,617.6868421052632,,,2.2324467710509617,2.3738349246398562,4.415167172159143,5.757473766727305,,,5.286965811965629,0.5,67.31328806983507,75.92293182430612,72.27231740306577,663.5520177270246,614.4179822729755,655.1766827968954,621.0283172031045,654.0704755980198,597.1845244019803,649.081357758268,586.2923264522583,,,,,0.0,0.0,0.0,0.0,0.0
43,2016-10-24,43,10/24/16,651.39,641.5016666666667,639.4675000000001,627.3774999999999,618.7994736842105,,,1.5414353301238481,1.864441898923698,3.827440416655052,5.266734653433346,,,3.386011396011579,0.4166666666666667,68.67887184562102,64.66690544412606,69.58589815332957,667.7777741916901,615.2255591416432,658.0180366254159,620.9169633745843,656.8018804559648,597.9531195440351,651.8959632334609,585.7029841349602,,,,,0.0,0.0,0.0,0.0,0.0
44,2016-10-25,44,10/25/16,655.31,645.8449999999999,641.08,629.0645833333333,620.0697368421053,,,1.4655219131525417,2.219691770137877,4.172133889273422,5.683274164832893,,,1.9289031339032547,0.4166666666666667,84.93297587131364,66.45128379527284,69.1514520858953,670.9913198102606,620.6986801897392,661.5634034813993,620.5965965186008,660.0836243182375,598.0455423484291,654.9682936114096,585.1711800728009,,,,,0.0,0.0,0.0,0.0,0.0
45,2016-10-26,45,10/26/16,651.45,649.8,642.5324999999999,630.6675,621.1189473684211,,,0.25392428439521253,1.3878675397742735,3.2953180558693806,4.883292123044485,,,1.1576353276351874,0.4166666666666667,79.93943981831957,64.35040342499599,67.85482224078717,667.676688731415,631.9233112685849,663.3012984945944,621.7637015054054,662.1891117718563,599.1458882281437,657.3411952099248,584.8966995269175,,,,,0.0,0.0,0.0,0.0,0.0
46,2016-10-27,46,10/27/16,682.22,658.1833333333334,646.2225,633.5995833333333,623.0144736842105,,,3.6519713352409355,5.570449806374749,7.673681919245805,9.503073976062904,,,2.7843162393161656,0.4166666666666667,87.99093655589132,75.27974423384342,75.61330712673801,682.0018191514229,634.3648475152439,676.8332920660193,615.6117079339806,670.4553546254417,596.7438120412248,664.0995350049251,581.929412363496,,,,,0.0,0.0,0.0,0.0,0.0
47,2016-10-28,47,10/28/16,687.68,663.5500000000001,650.0775,636.8520833333333,625.093947368421,,,3.6365006404942926,5.784310332229613,7.981118064438033,10.012263419772266,,,3.8836182336183356,0.4166666666666667,83.47193347193354,75.826261723984,77.75960170697013,697.0055107568221,630.094489243178,688.6621631094882,611.4928368905117,678.3590889145459,595.3450777521208,670.9198167388561,579.268077997986,,,,,0.0,0.0,0.0,0.0,0.0
48,2016-10-29,48,10/29/16,685.91,668.9933333333333,653.9891666666666,640.1325,627.3842105263158,,,2.5286749245134423,4.880942217442443,7.151253841978015,9.328540389084166,,,4.945826210826127,0.4166666666666667,84.27791771620501,76.40639063906394,78.13192310440938,704.9398417404996,633.0468249261671,696.9314640674878,611.0468692658454,684.2159399549404,596.0490600450597,676.4150281119446,578.353392940687,,,,,0.0,0.0,0.0,0.0,0.0
49,2016-10-30,49,10/30/16,698.0,676.7616666666667,659.1316666666667,643.7125,630.031052631579,,,3.1382293618876185,5.896899708960527,8.433500980639652,10.788190055795074,,,7.024116809116727,0.5,90.27129773630568,81.39179977617266,79.20065252854815,714.5464962503295,638.9768370830038,707.2884627193586,610.9748706139748,692.0381558919925,595.3868441080075,683.108977353118,576.9531279100399,,,,,0.0,0.0,0.0,0.0,0.0
50,2016-10-31,50,10/31/16,702.0,684.5433333333334,665.1941666666667,647.2454166666666,632.8710526315789,,,2.5501185705311946,5.5330962262898185,8.459632455231759,10.923069886191177,,,10.129914529914533,0.5833333333333334,90.28472821397774,88.18897637795286,79.03966025070213,720.2990616389686,648.7876050276982,715.2166884731364,615.1716448601969,699.7047027362224,594.7861305971109,689.4780618030583,576.2640434600995,,,,,0.0033532559652014976,0.010994289664400433,0.016074547436030154,14.0,0.0
51,2016-11-01,51,11/1/16,697.01,692.1366666666667,670.9683333333334,650.6733333333333,635.3218421052632,,,0.7040998646702725,3.8812065149622006,7.121340969867117,9.709749265084458,,,13.170968660968612,0.5833333333333334,88.55788761002032,85.09776111842777,77.69847148340183,707.9451943231679,676.3281390101654,718.023569605251,623.9130970614157,704.9860557332711,596.3606109333955,694.7655253521112,575.8781588584151,,,,,0.004555114514418381,0.00795693362706995,0.010473303818423995,14.0,0.0
52,2016-11-02,52,11/2/16,733.33,700.6549999999999,679.4191666666667,655.5766666666667,638.7847368421053,,,4.663493445418957,7.93484140252152,11.860296024365315,14.800801851542113,,,18.193205128205335,0.5833333333333334,89.5404610861829,88.75640143697935,81.99217050891696,735.012710633854,666.2972893661457,731.9764707751484,626.861862558185,717.4183007827285,593.735032550605,705.1233666932433,572.4461069909673,,,,,0.014903216702393118,0.01901144257014212,0.021640136369265456,14.0,0.0
53,2016-11-03,53,11/3/16,686.17,700.4033333333333,681.9766666666667,658.43625,641.0792105263157,,,-2.032162420700456,0.6148792969456341,4.2120630509028,7.033575373106459,,,14.827150997151016,0.5,49.28994639330387,59.9365408275594,64.97229373009293,735.2360757844572,665.5705908822094,732.3939922120725,631.5593411212609,719.2755110115762,597.5969889884237,707.7923266047824,574.366094447849,,,,,-0.05971479991070727,-0.02404808473412243,-0.0161891041381628,14.0,0.0
54,2016-11-04,54,11/4/16,683.69,700.0333333333333,684.5133333333333,661.3079166666668,643.1247368421053,,,-2.3346507309175633,-0.12028010167806812,3.384517676145562,6.307526492773356,,,11.661324786324968,0.5,48.963004484304975,59.83966899405227,65.05460899956316,735.6435266305666,664.4231400361,731.5751552146394,637.4515114520273,720.0131277468676,602.602705586466,710.1799705071791,576.0695031770316,,,,,0.041144624490540724,0.04408839626347527,0.04601759947041478,14.0,0.0
55,2016-11-05,55,11/5/16,704.79,701.165,688.9633333333333,664.2154166666667,645.7331578947369,,,0.5169967126140067,2.297171112154016,6.108648235982673,9.14570382258272,,,10.845242165241899,0.5833333333333334,52.92546316242997,65.35188592456304,65.18541086350976,736.8963839642358,665.4336160357641,732.3101355291809,645.6165311374856,724.3781831326503,604.052650200683,714.4927791545246,576.9735366349493,,,,,0.03565960134939579,0.037299460611253756,0.03825426615124719,14.0,0.0
56,2016-11-06,56,11/6/16,712.0,702.8316666666666,693.6875,667.38375,648.5792105263158,634.4647368421053,,1.304484952537247,2.639877466438418,6.685246681538176,9.778418494514929,12.220578805341928,,9.809216524216453,0.5833333333333334,54.19252054335067,65.99514700073362,66.10880433861539,739.665869069682,665.9974642636512,733.2185125666587,654.1564874333413,729.3185529751053,605.4489470248947,719.146208307275,578.0122127453567,704.9180559472568,564.0114177369537,,,0.006206766672075819,0.006989138370036737,0.007637910308350476,14.0,0.0
57,2016-11-07,57,11/7/16,709.96,704.9899999999999,698.5633333333334,670.5479166666668,651.2257894736842,636.0140350877192,,0.7049745386459584,1.631443581827462,5.877593883111748,9.019024042918254,11.626467472857291,,10.583717948718181,0.5833333333333334,55.56701917290003,66.67997035178746,66.08080636964259,741.7042370205295,668.2757629794703,728.6718067203524,668.4548599463144,733.1242691884255,607.971564144908,723.2827313162977,579.1688476310708,709.1527883349984,562.87528184044,,,-0.002862969590952031,-0.002195342064737017,-0.0016016796265129034,14.0,0.0
58,2016-11-08,58,11/8/16,708.97,700.93,700.7925,673.5075,653.7034210526317,637.7561403508772,,1.1470474940436388,1.1668931959174804,5.26534596867889,8.454381171567807,11.166315013438012,,6.7301566951568645,0.5,34.95924919733265,59.18549550168258,65.2300699000815,726.2076929326956,675.6523070673043,729.5516530093993,672.0333469906008,736.364979164825,610.6500208351752,727.0803596606703,580.3264824445931,713.0391562456027,562.4731244561517,,,0.0014538847608576648,0.0020846896057147273,0.0026950244864937145,14.0,0.0
59,2016-11-09,59,11/9/16,720.93,706.7233333333334,703.5633333333334,676.8204166666667,656.5442105263157,639.6861403508772,,2.010216161911534,2.4683871151139996,6.517176823738931,9.80677134020718,12.70058150776244,,3.5545726495727976,0.5,87.9641764962868,60.92959042797976,66.4501179294079,731.6948103954994,681.7518562711673,733.2032662658195,673.9234004008473,740.9866224489366,612.6542108843968,731.7793177183457,581.3091033342857,717.7570092324246,561.6152714693297,,,0.0048976659045231845,0.005430514741782755,0.006613776474721736,14.0,0.0
60,2016-11-10,60,11/10/16,721.5,713.0250000000001,706.5291666666667,680.2591666666667,659.4297368421052,641.6629824561404,,1.188597875249803,2.1189264420553484,6.062517839401887,9.41271824578894,12.442204042729967,,1.6390455840454834,0.5833333333333334,93.09322999772058,61.79179643496125,67.20880770674341,726.5606640029067,699.4893359970935,735.5775607181378,677.4807726151956,744.8034519467648,615.7148813865687,736.0214989404997,582.8379747437107,722.2185916396559,561.107373272625,,,-0.008875055660953667,-0.008183897928079479,-0.00661285911443022,14.0,0.0
61,2016-11-11,61,11/11/16,715.45,714.8016666666667,707.9833333333332,683.5575,662.2147368421053,643.5063157894737,,0.09070115020250075,1.0546387626827578,4.665664556383339,8.038972888425452,11.179949977998838,,-1.3716666666667976,0.5,68.49410131852898,56.022640988472446,66.27734824806716,725.6881310452535,703.91520228808,736.9154461409903,679.0512205256762,746.8007274428744,620.3142725571256,739.0619212125256,585.3675524716849,725.9342524225955,561.0783791563518,,,-0.009220011793533182,-0.008770931883712623,-0.007755911290986832,13.0,1.0
62,2016-11-12,62,11/12/16,703.71,713.4200000000001,708.1258333333334,686.66,664.755,645.1659649122807,,-1.361049592105637,-0.6235944411951293,2.4830338158622998,5.860053703996216,9.074259690013122,,-5.811609686609749,0.4166666666666667,37.57121439280362,50.56025162178102,65.02057613168728,727.6148046833897,699.2251953166104,736.9459783816482,679.3056882850186,745.9663014468459,627.353698553154,740.502520269821,589.0074797301789,728.577800562663,561.7541292618985,,,0.00039024756930783095,0.0007340450021216528,0.0018053556026113328,13.0,1.0
63,2016-11-13,63,11/13/16,702.28,712.14,708.565,689.7666666666668,667.1286842105263,646.8368421052633,,-1.384559215884519,-0.887004015157407,1.8141400473589917,5.269045781035689,8.57142857142855,,-9.3057834757833,0.4166666666666667,38.27122785583375,51.76786313317679,65.0468195027446,728.9724258501141,695.3075741498859,736.80069436659,680.3293056334101,743.7594886265182,635.7738447068153,741.7397237778717,592.5176446431809,730.9518866367935,562.721797573733,,,0.014085243218348061,0.01525328079869545,0.015826442310330008,14.0,0.0
64,2016-11-14,64,11/14/16,706.46,711.7216666666667,706.3258333333333,692.8725000000001,669.4773684210526,648.501403508772,,-0.7392871276927061,0.01899501056524411,1.9610390078982751,5.52410482017789,8.937312421783226,,-17.619031339031558,0.4166666666666667,46.507097133314794,38.5082542126422,65.0439977395657,729.0497175283839,694.3936158049495,729.8623356738275,682.7893309928392,741.2612598338776,644.4837401661225,743.2472253992075,595.7075114428976,733.5260690425026,563.4767379750414,,,0.015950742899080314,0.016544399981524526,0.016911143019501813,14.0,0.0
65,2016-11-15,65,11/15/16,710.91,710.0516666666667,708.3874999999999,695.1820833333333,672.0081578947369,650.2684210526317,,0.12088322211293094,0.3560904166152052,2.2624168608104545,5.788894323416332,9.32562261738066,,-17.31894586894603,0.5,32.371569317382196,66.67115902964963,62.12220618466518,724.869458225002,695.2338751083315,728.2704339795766,688.5045660204232,741.3624416572716,649.0017250093949,744.6535547437937,599.36276104568,736.2326194801058,564.3042226251575,,,0.010470057433372523,0.010584344315203286,0.010837195135464103,12.0,2.0
66,2016-11-16,66,11/16/16,711.73,708.4233333333333,710.7241666666667,697.61875,674.5365789473684,652.0766666666667,,0.46676422289874636,0.14152232054394348,2.0227739005008165,5.5139220338017685,9.14820854398511,,-15.603062678062592,0.5833333333333334,32.96128357167778,69.32726771436447,62.868585511838766,718.6332239628299,698.2134427038367,723.1242559869643,698.3240773463692,740.6266042119091,654.6108957880908,745.7986940142968,603.2744638804401,738.8101240711383,565.3432092621952,,,0.0026252891651598023,0.0026730164731943178,0.0028161780656350234,10.0,4.0
67,2016-11-17,67,11/17/16,736.96,712.0083333333333,713.4050000000001,701.1841666666666,677.6792105263157,654.4991228070174,,3.5044065495488175,3.3017710837462517,5.102202108100485,8.747618128589812,12.599081392091739,,-13.355284900284886,0.5833333333333334,72.4764890282131,70.97952262945093,67.07370605371327,737.5920200626978,686.4246466039689,732.375870493274,694.4341295067262,742.3438307193203,660.0245026140128,749.1479366872112,606.2104843654203,742.8808028156755,566.1174427983594,,,0.0019042409119941763,0.0022403145277943687,0.0024967147989828522,14.0,0.0
68,2016-11-18,68,11/18/16,747.52,719.31,716.3650000000001,705.02625,681.1726315789473,657.1324561403509,,3.921813960601137,4.349039944720897,6.027257850328265,9.740169429188684,13.754843945851924,,-11.512150997150961,0.5833333333333334,96.93593314763218,72.19445138715321,67.9236480970338,756.0848435754598,682.5351564245401,743.6442181972724,689.0857818027279,745.5220253298413,664.5304746701587,752.9857294860133,609.3595336718813,747.511852123593,566.7530601571087,,,-0.028535473650477067,-0.027607531114651248,-0.02676819003735785,14.0,0.0
69,2016-11-19,69,11/19/16,748.98,727.0933333333334,719.6166666666667,709.09,684.1718421052632,659.8499999999999,,3.0101591725959054,4.080413182944625,5.625520032717988,9.472497098874435,13.507615367128912,,-9.28467236467241,0.6666666666666666,100.0,74.55941591137963,69.13628693638897,766.2575285461313,687.9291381205354,752.3262008156311,686.9071325177023,746.6101974593827,671.5698025406174,757.5670331776087,610.7766510329177,751.8117562592496,567.8882437407502,,,-0.038755456049680725,-0.03753011401944784,-0.036709091415153904,14.0,0.0
70,2016-11-20,70,11/20/16,729.06,730.86,721.2908333333334,711.0416666666666,686.6218421052632,662.0461403508773,,-0.24628519825959394,1.077119839546913,2.534075593319658,6.180717724419653,10.122234020366923,,-8.429629629629645,0.6666666666666666,68.09737347853931,60.21144657924159,59.599147471104175,764.4492768603233,697.2707231396768,753.677438261725,688.9042284049417,747.5883323287245,674.4950010046088,759.6200799003959,613.6236043101305,754.5432348808741,569.5490458208805,,,-0.03562665607543657,-0.034226509732984835,-0.0329645471754112,14.0,0.0
71,2016-11-21,71,11/21/16,738.53,735.4633333333335,722.7575,713.1604166666666,689.3721052631579,664.4459649122808,,0.4169707078077527,2.1822672196414317,3.5573459687950106,7.130821563787639,11.149745652755918,,-9.118290598290542,0.6666666666666666,70.47139045360208,59.178139340842705,60.25242953344893,762.9439699101321,707.9826967565349,756.6326656151581,688.882334384842,749.9492157555951,676.3716175777381,762.1033344615641,616.6408760647516,757.6679170985738,571.2240127259879,,,-0.007093082002058996,-0.004769530800437691,-0.0037040955498218583,14.0,0.0
